customer_id,loan_number,application_date,loan_purpose,loan_property_address,property_city,property_state,property_zip,property_county_fips,property_type,occupancy_type,annual_income,credit_score,requested_loan_amount,property_value,ltv_ratio,dti_ratio,interest_rate,loan_term_months,decision,decision_date,approved_loan_amount,approval_amount_change_reason,adverse_action_reason,origination_date,outcome_horizon_days,maturation_date,loan_status,forbearance_active,resolution_date,resolution_type,involuntary_closure_mechanism,outstanding_balance_at_resolution,recovery_amount,new_loan_number,abandonment_reason
CUST-008775,MTG-2025-008775,2025-05-16,refinance,"9514 Meadow Ln, San Antonio, TX 78201",San Antonio,TX,78201,48029,single_family,primary_residence,76600,723,187200,217000,0.863,0.382,7.096,360,approved,2025-06-04,187200.0,,,2025-06-28,1095.0,2028-06-27,open,False,,,,,,,
CUST-008776,MTG-2026-008776,2026-06-10,purchase,"7767 Ridge Ave, Philadelphia, PA 19102",Philadelphia,PA,19102,42101,townhouse,primary_residence,172300,714,360800,372000,0.97,0.384,7.333,360,approved,2026-06-17,360800.0,,,2026-07-25,1095.0,2029-07-24,open,False,,,,,,,
CUST-008777,MTG-2023-008777,2023-01-15,refinance,"5103 Main Ln, Philadelphia, PA 19102",Philadelphia,PA,19102,42101,single_family,investment_property,88400,767,142100,193000,0.736,0.414,7.382,360,approved,2023-02-01,130200.0,updated debt-to-income calculation required a reduced loan amount,,2023-03-09,1095.0,2026-03-08,open,False,,,,,,,
CUST-008778,MTG-2021-008778,2021-05-06,purchase,"1356 Pine Ln, Austin, TX 78701",Austin,TX,78701,48453,condo,primary_residence,113800,768,376200,502000,0.749,0.115,7.722,360,approved,2021-05-14,376200.0,,,2021-06-13,1095.0,2024-06-12,open,True,,,,,,,
CUST-008779,MTG-2025-008779,2025-05-25,purchase,"6729 Birch St, Sacramento, CA 95814",Sacramento,CA,95814,06067,townhouse,primary_residence,112900,747,120500,143000,0.843,0.373,7.508,360,approved,2025-07-06,120500.0,,,2025-07-20,1095.0,2028-07-19,open,False,,,,,,,
CUST-008780,MTG-2023-008780,2023-10-02,purchase,"910 Cedar Ln, Detroit, MI 48226",Detroit,MI,48226,26163,single_family,primary_residence,60600,688,159100,164000,0.97,0.457,7.396,360,approved,2023-10-30,159100.0,,,2023-11-28,1095.0,2026-11-27,open,False,,,,,,,
CUST-008781,MTG-2020-008781,2020-07-04,purchase,"9710 Lincoln St, Chicago, IL 60601",Chicago,IL,60601,17031,single_family,primary_residence,46400,571,273100,337000,0.81,0.519,7.553,240,denied,2020-08-04,,,low credit score,,,,,,,,,,,,
CUST-008782,MTG-2025-008782,2025-05-05,refinance,"2277 Maple Ave, Charlotte, NC 28202",Charlotte,NC,28202,37119,single_family,second_home,91000,775,358700,418000,0.858,0.242,6.591,360,approved,2025-05-12,358700.0,,,2025-06-17,1095.0,2028-06-16,open,False,,,,,,,
CUST-008783,MTG-2021-008783,2021-07-12,purchase,"8654 Cedar Ave, Houston, TX 77002",Houston,TX,77002,48201,single_family,second_home,96000,677,197100,241000,0.818,0.407,7.387,360,approved,2021-07-18,197100.0,,,2021-08-15,1095.0,2024-08-14,open,False,,,,,,,
CUST-008784,MTG-2023-008784,2023-11-08,refinance,"4342 Birch Ln, Jacksonville, FL 32202",Jacksonville,FL,32202,12031,single_family,primary_residence,162600,819,264900,350000,0.757,0.246,7.305,360,approved,2023-11-18,264900.0,,,2023-12-08,1095.0,2026-12-07,open,False,,,,,,,
CUST-008785,MTG-2024-008785,2024-08-27,refinance,"1812 Church Dr, Jacksonville, FL 32202",Jacksonville,FL,32202,12031,single_family,primary_residence,39200,584,111700,131000,0.853,0.412,7.471,360,denied,2024-09-17,,,debt-to-income ratio exceeds program guidelines,,,,,,,,,,,,
CUST-008786,MTG-2026-008786,2026-05-09,purchase,"2082 Meadow Blvd, Memphis, TN 38103",Memphis,TN,38103,47157,single_family,second_home,65900,748,201600,264000,0.764,0.528,7.246,360,approved,2026-05-31,201600.0,,,2026-06-26,1095.0,2029-06-25,open,False,,,,,,,
CUST-008787,MTG-2021-008787,2021-11-11,refinance,"3984 Elm Blvd, Denver, CO 80202",Denver,CO,80202,08031,single_family,primary_residence,63300,765,357800,437000,0.819,0.341,6.732,360,approved,2021-11-20,357800.0,,,2021-12-19,1095.0,2024-12-18,open,False,,,,,,,
CUST-008788,MTG-2020-008788,2020-11-03,refinance,"8809 Ridge Rd, Fresno, CA 93701",Fresno,CA,93701,06019,single_family,primary_residence,94900,633,233800,251000,0.931,0.477,7.203,360,denied,2020-11-27,,,recent delinquency reported on existing credit accounts,,,,,,,,,,,,
CUST-008789,MTG-2024-008789,2024-05-25,refinance,"6441 Washington Way, Atlanta, GA 30301",Atlanta,GA,30301,13121,condo,primary_residence,30300,657,74600,92000,0.811,0.505,7.239,360,approved,2024-07-09,74600.0,,,2024-08-12,1095.0,2027-08-12,open,False,,,,,,,
CUST-008790,MTG-2022-008790,2022-10-06,purchase,"7837 Highland Blvd, Oklahoma City, OK 73102",Oklahoma City,OK,73102,40109,townhouse,primary_residence,82400,533,98900,102000,0.97,0.423,7.52,360,denied,2022-11-13,,,debt-to-income ratio exceeds program guidelines,,,,,,,,,,,,
CUST-008791,MTG-2023-008791,2023-04-15,refinance,"9884 Church Ln, Atlanta, GA 30301",Atlanta,GA,30301,13121,single_family,primary_residence,60000,688,171400,180000,0.952,0.395,6.708,360,denied,2023-05-26,,,loan-to-value ratio exceeds maximum allowed for this program,,,,,,,,,,,,
CUST-008792,MTG-2021-008792,2021-01-16,purchase,"6186 Highland Ave, Dallas, TX 75201",Dallas,TX,75201,48113,single_family,primary_residence,37700,646,208500,232000,0.899,0.435,7.484,360,approved,2021-01-24,208500.0,,,2021-03-04,1095.0,2024-03-03,paid_in_full,False,2022-07-04,paid_in_full,,164200.0,,,
CUST-008793,MTG-2023-008793,2023-05-24,refinance,"5213 Cedar Blvd, Fresno, CA 93701",Fresno,CA,93701,06019,single_family,primary_residence,115000,799,266100,343000,0.776,0.361,7.279,360,approved,2023-06-16,266100.0,,,2023-07-23,1095.0,2026-07-22,open,False,,,,,,,
CUST-008794,MTG-2021-008794,2021-10-21,purchase,"4014 Oak Rd, Portland, OR 97201",Portland,OR,97201,41051,condo,primary_residence,42000,599,126900,152000,0.835,0.47,7.704,180,denied,2021-11-18,,,recent delinquency reported on existing credit accounts,,,,,,,,,,,,
CUST-008795,MTG-2025-008795,2025-08-14,purchase,"8787 Elm Blvd, Mesa, AZ 85201",Mesa,AZ,85201,04013,single_family,primary_residence,74000,681,424400,438000,0.969,0.496,7.371,360,approved,2025-09-05,424400.0,,,2025-10-09,1095.0,2028-10-08,open,False,,,,,,,
CUST-008796,MTG-2025-008796,2025-11-29,refinance,"4302 Franklin Way, Raleigh, NC 27601",Raleigh,NC,27601,37183,single_family,investment_property,27400,606,67500,90000,0.75,0.541,7.797,360,denied,2025-12-08,,,credit score below the minimum required for this program,,,,,,,,,,,,
CUST-008797,MTG-2022-008797,2022-06-28,refinance,"1608 Pine St, Milwaukee, WI 53202",Milwaukee,WI,53202,55079,single_family,primary_residence,79600,777,186300,239000,0.779,0.417,7.781,240,approved,2022-07-18,186300.0,,,2022-08-03,1095.0,2025-08-02,open,False,,,,,,,
CUST-008798,MTG-2024-008798,2024-04-04,purchase,"6506 Main Ave, Wichita, KS 67202",Wichita,KS,67202,20173,single_family,primary_residence,22000,559,233800,241000,0.97,0.602,7.31,360,denied,2024-04-20,,,recent delinquency reported on existing credit accounts,,,,,,,,,,,,
CUST-008799,MTG-2025-008799,2025-12-04,purchase,"411 Maple St, Memphis, TN 38103",Memphis,TN,38103,47157,single_family,primary_residence,123400,850,426100,638000,0.668,0.369,6.913,360,approved,2025-12-24,426100.0,,,2026-01-14,1095.0,2029-01-13,open,False,,,,,,,
CUST-008800,MTG-2022-008800,2022-12-18,refinance,"3674 Washington Way, Atlanta, GA 30301",Atlanta,GA,30301,13121,single_family,primary_residence,52100,716,246400,254000,0.97,0.365,7.51,360,approved,2023-01-23,246400.0,,,2023-02-13,1095.0,2026-02-12,open,False,,,,,,,
CUST-008801,MTG-2020-008801,2020-11-18,purchase,"1597 Cedar St, Raleigh, NC 27601",Raleigh,NC,27601,37183,single_family,primary_residence,23100,492,218200,225000,0.97,0.457,7.909,360,denied,2020-12-06,,,insufficient funds verified for required down payment and reserves,,,,,,,,,,,,
CUST-008802,MTG-2023-008802,2023-05-04,refinance,"911 Lincoln Dr, Mesa, AZ 85201",Mesa,AZ,85201,04013,single_family,second_home,43500,668,236700,279000,0.848,0.401,7.193,360,denied,2023-06-06,,,recent delinquency reported on existing credit accounts,,,,,,,,,,,,
CUST-008803,MTG-2024-008803,2024-08-18,refinance,"7382 Magnolia Ct, Marietta, GA 30060",Marietta,GA,30060,13067,multi_family,primary_residence,54500,621,230000,246000,0.935,0.356,7.99,360,denied,2024-09-27,,,insufficient length of established credit history,,,,,,,,,,,,
CUST-008804,MTG-2025-008804,2025-02-08,purchase,"1191 Washington Rd, Detroit, MI 48226",Detroit,MI,48226,26163,single_family,primary_residence,79300,645,281800,330000,0.854,0.371,7.297,360,denied,2025-02-27,,,excessive existing debt obligations relative to income,,,,,,,,,,,,
CUST-008805,MTG-2021-008805,2021-07-12,purchase,"106 Church Ct, Oklahoma City, OK 73102",Oklahoma City,OK,73102,40109,multi_family,primary_residence,73000,669,263900,325000,0.812,0.429,7.435,360,approved,2021-08-26,229400.0,appraised value came in below contract price,,2021-09-16,1095.0,2024-09-15,open,False,,,,,,,
CUST-008806,MTG-2021-008806,2021-03-10,purchase,"971 Birch Dr, Marietta, GA 30060",Marietta,GA,30060,13067,single_family,primary_residence,91400,637,437200,458000,0.955,0.401,7.711,360,denied,2021-04-22,,,debt-to-income ratio exceeds program guidelines,,,,,,,,,,,,
CUST-008807,MTG-2022-008807,2022-09-29,purchase,"6363 Maple St, Tulsa, OK 74103",Tulsa,OK,74103,40143,single_family,investment_property,46200,641,172800,214000,0.807,0.494,7.897,360,approved,2022-10-04,172800.0,,,2022-11-12,1095.0,2025-11-11,open,False,,,,,,,
CUST-008808,MTG-2022-008808,2022-02-20,purchase,"7635 Willow Way, Las Vegas, NV 89101",Las Vegas,NV,89101,32003,condo,primary_residence,54600,611,186200,199000,0.936,0.491,7.335,360,denied,2022-03-12,,,insufficient funds verified for required down payment and reserves,,,,,,,,,,,,
CUST-008809,MTG-2026-008809,2026-03-12,purchase,"6426 Ridge St, Louisville, KY 40202",Louisville,KY,40202,21111,single_family,primary_residence,110800,736,254700,398000,0.64,0.376,7.581,360,approved,2026-04-11,254700.0,,,2026-05-12,1095.0,2029-05-11,open,False,,,,,,,
CUST-008810,MTG-2026-008810,2026-05-07,purchase,"3817 Meadow Ct, San Antonio, TX 78201",San Antonio,TX,78201,48029,townhouse,second_home,166600,780,267100,404000,0.661,0.239,7.303,360,approved,2026-06-02,267100.0,,,2026-07-09,1095.0,2029-07-08,open,False,,,,,,,
CUST-008811,MTG-2025-008811,2025-08-06,purchase,"2488 Meadow Dr, Jacksonville, FL 32202",Jacksonville,FL,32202,12031,single_family,primary_residence,51800,687,536300,642000,0.835,0.354,7.103,360,approved,2025-09-10,536300.0,,,2025-09-27,1095.0,2028-09-26,open,False,,,,,,,
CUST-008812,MTG-2023-008812,2023-05-28,purchase,"3798 Ridge Blvd, Phoenix, AZ 85001",Phoenix,AZ,85001,04013,condo,primary_residence,95800,666,342700,374000,0.916,0.267,7.348,240,approved,2023-07-08,342700.0,,,2023-08-16,1095.0,2026-08-15,open,False,,,,,,,
CUST-008813,MTG-2025-008813,2025-10-27,purchase,"1460 Franklin St, San Antonio, TX 78201",San Antonio,TX,78201,48029,single_family,primary_residence,36500,634,151900,162000,0.938,0.507,7.248,360,denied,2025-12-01,,,insufficient funds verified for required down payment and reserves,,,,,,,,,,,,
CUST-008814,MTG-2024-008814,2024-10-11,purchase,"3446 Church Way, Dallas, TX 75201",Dallas,TX,75201,48113,condo,primary_residence,61400,690,117700,154000,0.764,0.53,7.636,360,denied,2024-11-07,,,excessive existing debt obligations relative to income,,,,,,,,,,,,
CUST-008815,MTG-2023-008815,2023-02-26,purchase,"9691 Church Ct, Dallas, TX 75201",Dallas,TX,75201,48113,multi_family,primary_residence,69900,722,559700,637000,0.879,0.399,7.061,180,approved,2023-03-09,559700.0,,,2023-04-08,1095.0,2026-04-07,paid_in_full,False,2025-07-25,paid_in_full,,476600.0,,,
CUST-008816,MTG-2024-008816,2024-02-06,refinance,"9898 Birch Ln, Tucson, AZ 85701",Tucson,AZ,85701,04019,condo,primary_residence,79400,665,196900,237000,0.831,0.432,7.611,360,denied,2024-02-20,,,debt-to-income ratio exceeds program guidelines,,,,,,,,,,,,
CUST-008817,MTG-2021-008817,2021-04-01,purchase,"1458 Maple Dr, Tucson, AZ 85701",Tucson,AZ,85701,04019,single_family,primary_residence,57400,759,295900,380000,0.779,0.339,7.357,180,approved,2021-04-10,295900.0,,,2021-04-23,1095.0,2024-04-22,open,False,,,,,,,
CUST-008818,MTG-2021-008818,2021-08-11,refinance,"2034 Lincoln Ct, Omaha, NE 68102",Omaha,NE,68102,31055,townhouse,primary_residence,58500,750,266300,318000,0.837,0.366,7.458,360,approved,2021-08-17,266300.0,,,2021-09-17,1095.0,2024-09-16,paid_in_full,False,2023-11-22,paid_in_full,,200000.0,,,
CUST-008819,MTG-2025-008819,2025-11-24,purchase,"4765 Main Ln, Tulsa, OK 74103",Tulsa,OK,74103,40143,single_family,primary_residence,40300,595,318200,328000,0.97,0.552,7.606,360,denied,2025-12-21,,,unable to verify stated income with submitted documentation,,,,,,,,,,,,
CUST-008820,MTG-2022-008820,2022-04-26,refinance,"3163 Highland Blvd, Arlington, TX 76010",Arlington,TX,76010,48439,single_family,investment_property,112900,799,199300,312000,0.639,0.335,7.081,360,approved,2022-05-20,199300.0,,,2022-07-02,1095.0,2025-07-01,open,False,,,,,,,
CUST-008821,MTG-2020-008821,2020-06-07,purchase,"1657 Sunset St, Wichita, KS 67202",Wichita,KS,67202,20173,single_family,primary_residence,49000,729,245500,297000,0.827,0.457,7.501,180,denied,2020-07-02,,,high DTI,,,,,,,,,,,,
CUST-008822,MTG-2026-008822,2026-01-20,purchase,"3507 Church Dr, San Antonio, TX 78201",San Antonio,TX,78201,48029,single_family,primary_residence,144200,789,267200,353000,0.757,0.391,7.347,360,approved,2026-02-03,267200.0,,,2026-03-16,1095.0,2029-03-15,open,False,,,,,,,
CUST-008823,MTG-2023-008823,2023-11-07,refinance,"3649 Pine Rd, Jacksonville, FL 32202",Jacksonville,FL,32202,12031,single_family,primary_residence,74800,703,1018100,1152000,0.884,0.452,7.315,360,approved,2023-11-19,1018100.0,,,2024-01-03,1095.0,2027-01-02,open,False,,,,,,,
CUST-008824,MTG-2024-008824,2024-03-30,purchase,"8595 Birch Ave, Tulsa, OK 74103",Tulsa,OK,74103,40143,condo,primary_residence,183500,850,221500,346000,0.64,0.284,7.864,360,approved,2024-04-04,221500.0,,,2024-04-17,1095.0,2027-04-17,paid_in_full,False,2026-03-04,paid_in_full,,187800.0,,,
CUST-008825,MTG-2023-008825,2023-11-07,refinance,"9796 Park Ct, Columbus, OH 43215",Columbus,OH,43215,39049,single_family,second_home,112800,743,395900,512000,0.773,0.337,7.088,360,approved,2023-12-06,364700.0,underwriting condition reduced approved amount pending additional reserves,,2023-12-16,1095.0,2026-12-15,open,False,,,,,,,
CUST-008826,MTG-2023-008826,2023-10-12,refinance,"4512 Willow Ave, San Antonio, TX 78201",San Antonio,TX,78201,48029,multi_family,primary_residence,146200,693,853400,1129000,0.756,0.359,7.586,360,approved,2023-11-09,853400.0,,,2023-11-25,1095.0,2026-11-24,open,False,,,,,,,
CUST-008827,MTG-2025-008827,2025-07-20,refinance,"536 Maple Ct, Austin, TX 78701",Austin,TX,78701,48453,single_family,primary_residence,59200,619,393800,406000,0.97,0.478,7.718,240,approved,2025-09-01,393800.0,,,2025-10-05,1095.0,2028-10-04,open,False,,,,,,,
CUST-008828,MTG-2020-008828,2020-12-18,refinance,"3553 Willow Blvd, Raleigh, NC 27601",Raleigh,NC,27601,37183,single_family,primary_residence,37300,673,215200,246000,0.875,0.413,7.417,360,approved,2020-12-29,215200.0,,,2021-01-21,1095.0,2024-01-21,open,False,,,,,,,
CUST-008829,MTG-2023-008829,2023-10-06,purchase,"2773 River Ct, Detroit, MI 48226",Detroit,MI,48226,26163,townhouse,primary_residence,81800,717,310600,365000,0.851,0.393,7.485,360,approved,2023-10-28,310600.0,,,2023-11-29,1095.0,2026-11-28,open,False,,,,,,,
CUST-008830,MTG-2021-008830,2021-08-18,refinance,"2107 Pine St, Jacksonville, FL 32202",Jacksonville,FL,32202,12031,single_family,second_home,77500,701,149200,213000,0.7,0.464,7.559,360,approved,2021-09-16,149200.0,,,2021-09-30,1095.0,2024-09-29,open,False,,,,,,,
CUST-008831,MTG-2024-008831,2024-11-04,purchase,"4559 Magnolia Way, Miami, FL 33130",Miami,FL,33130,12086,single_family,primary_residence,43300,636,469700,545000,0.862,0.317,7.526,360,denied,2024-12-15,,,unable to verify stated income with submitted documentation,,,,,,,,,,,,
CUST-008832,MTG-2021-008832,2021-08-26,purchase,"8767 Lincoln Ln, San Antonio, TX 78201",San Antonio,TX,78201,48029,single_family,primary_residence,166500,793,287500,330000,0.871,0.22,7.17,360,approved,2021-10-06,287500.0,,,2021-11-04,1095.0,2024-11-03,modified,False,,,,,,MTG-2026-M008832,loan_modified_new_loan_number_issued
CUST-008833,MTG-2020-008833,2020-12-09,purchase,"2540 Oak Way, Indianapolis, IN 46204",Indianapolis,IN,46204,18097,single_family,primary_residence,66500,677,224000,290000,0.772,0.395,7.463,360,approved,2021-01-20,224000.0,,,2021-03-01,1095.0,2024-02-29,paid_in_full,False,2026-07-12,paid_in_full,,170800.0,,,
CUST-008834,MTG-2021-008834,2021-02-18,purchase,"703 Ridge Dr, Philadelphia, PA 19102",Philadelphia,PA,19102,42101,single_family,primary_residence,78300,717,170400,246000,0.693,0.396,7.272,360,approved,2021-03-04,170400.0,,,2021-03-17,1095.0,2024-03-16,paid_in_full,False,2022-06-03,paid_in_full,,127000.0,,,
CUST-008835,MTG-2022-008835,2022-09-13,purchase,"4433 Cedar Ct, Sacramento, CA 95814",Sacramento,CA,95814,06067,single_family,primary_residence,55400,588,190900,202000,0.945,0.479,7.96,360,denied,2022-10-13,,,debt-to-income ratio exceeds program guidelines,,,,,,,,,,,,
CUST-008836,MTG-2024-008836,2024-05-31,purchase,"2481 Lincoln Dr, Louisville, KY 40202",Louisville,KY,40202,21111,condo,primary_residence,75600,791,331200,392000,0.845,0.255,7.531,360,approved,2024-07-14,331200.0,,,2024-08-19,1095.0,2027-08-19,open,False,,,,,,,
CUST-008837,MTG-2022-008837,2022-09-21,purchase,"7943 Oak Ave, Jacksonville, FL 32202",Jacksonville,FL,32202,12031,single_family,investment_property,122200,758,532500,549000,0.97,0.433,7.381,360,approved,2022-10-13,532500.0,,,2022-10-23,1095.0,2025-10-22,open,False,,,,,,,
CUST-008838,MTG-2025-008838,2025-06-22,refinance,"3639 Magnolia Dr, Louisville, KY 40202",Louisville,KY,40202,21111,condo,investment_property,145400,821,305800,451000,0.678,0.462,7.081,360,approved,2025-07-11,305800.0,,,2025-08-13,1095.0,2028-08-12,paid_in_full,False,2026-03-12,paid_in_full,,301200.0,,,
CUST-008839,MTG-2024-008839,2024-07-22,refinance,"1852 Highland St, Atlanta, GA 30301",Atlanta,GA,30301,13121,single_family,second_home,107800,731,571500,620000,0.922,0.281,7.323,360,denied,2024-08-22,,,insufficient length of established credit history,,,,,,,,,,,,
CUST-008840,MTG-2025-008840,2025-05-25,purchase,"7123 Hickory Ct, Arlington, TX 76010",Arlington,TX,76010,48439,condo,investment_property,87300,687,89400,104000,0.86,0.354,7.321,180,approved,2025-05-31,89400.0,,,2025-06-19,1095.0,2028-06-18,open,False,,,,,,,
CUST-008841,MTG-2025-008841,2025-11-06,refinance,"4806 Franklin Dr, Columbus, OH 43215",Columbus,OH,43215,39049,single_family,second_home,57900,761,518000,534000,0.97,0.412,7.333,360,approved,2025-11-17,518000.0,,,2025-12-21,1095.0,2028-12-20,open,False,,,,,,,
CUST-008842,MTG-2023-008842,2023-05-20,purchase,"2365 Ridge Dr, Charlotte, NC 28202",Charlotte,NC,28202,37119,single_family,primary_residence,80700,816,147000,253000,0.581,0.284,6.873,360,approved,2023-06-08,147000.0,,,2023-06-29,1095.0,2026-06-28,open,False,,,,,,,
CUST-008843,MTG-2024-008843,2024-03-24,purchase,"3544 Hickory St, Louisville, KY 40202",Louisville,KY,40202,21111,townhouse,primary_residence,58900,663,297800,390000,0.764,0.502,7.365,360,approved,2024-04-14,297800.0,,,2024-05-27,1095.0,2027-05-27,paid_in_full,False,2026-02-01,paid_in_full,,269500.0,,,
CUST-008844,MTG-2026-008844,2026-06-02,purchase,"9495 Hickory Ln, Wichita, KS 67202",Wichita,KS,67202,20173,single_family,primary_residence,79700,752,69600,90000,0.773,0.375,7.096,360,approved,2026-07-06,67800.0,updated debt-to-income calculation required a reduced loan amount,,2026-08-18,1095.0,2029-08-17,open,False,,,,,,,
CUST-008845,MTG-2023-008845,2023-03-05,purchase,"5181 Oak Way, Austin, TX 78701",Austin,TX,78701,48453,condo,primary_residence,31400,689,220400,278000,0.793,0.402,7.29,240,approved,2023-03-29,220400.0,,,2023-04-29,1095.0,2026-04-28,open,False,,,,,,,
CUST-008846,MTG-2025-008846,2025-07-24,purchase,"7882 Elm St, Arlington, TX 76010",Arlington,TX,76010,48439,condo,primary_residence,26300,585,276400,285000,0.97,0.47,8.078,360,denied,2025-08-12,,,debt-to-income ratio exceeds program guidelines,,,,,,,,,,,,
CUST-008847,MTG-2024-008847,2024-10-08,purchase,"5752 Birch Ave, Detroit, MI 48226",Detroit,MI,48226,26163,condo,primary_residence,30900,596,144500,149000,0.97,0.367,7.524,360,denied,2024-11-01,,,credit score below the minimum required for this program,,,,,,,,,,,,
CUST-008848,MTG-2021-008848,2021-10-02,purchase,"9314 Hickory Rd, San Diego, CA 92101",San Diego,CA,92101,06073,single_family,primary_residence,58300,711,319200,334000,0.956,0.472,7.481,360,approved,2021-10-16,319200.0,,,2021-11-06,1095.0,2024-11-05,open,False,,,,,,,
CUST-008849,MTG-2026-008849,2026-04-04,refinance,"9117 River Ave, Phoenix, AZ 85001",Phoenix,AZ,85001,04013,single_family,primary_residence,149100,740,395300,536000,0.738,0.402,7.333,360,approved,2026-04-09,340700.0,appraised value came in below contract price,,2026-04-21,1095.0,2029-04-20,open,False,,,,,,,
CUST-008850,MTG-2023-008850,2023-05-23,purchase,"6841 Cedar Blvd, Wichita, KS 67202",Wichita,KS,67202,20173,condo,primary_residence,101000,707,412300,457000,0.902,0.369,7.595,360,denied,2023-06-04,,,insufficient length of established credit history,,,,,,,,,,,,
CUST-008851,MTG-2025-008851,2025-10-10,purchase,"4207 Lincoln Ln, Tulsa, OK 74103",Tulsa,OK,74103,40143,single_family,primary_residence,153100,743,111300,196000,0.568,0.339,7.287,360,approved,2025-10-16,111300.0,,,2025-11-08,1095.0,2028-11-07,open,False,,,,,,,
CUST-008852,MTG-2025-008852,2025-03-12,refinance,"2623 Sunset Dr, Wichita, KS 67202",Wichita,KS,67202,20173,single_family,primary_residence,100200,782,467700,513000,0.912,0.369,7.189,240,approved,2025-03-25,467700.0,,,2025-04-27,1095.0,2028-04-26,open,False,,,,,,,
CUST-008853,MTG-2024-008853,2024-04-19,refinance,"7115 Church Rd, Philadelphia, PA 19102",Philadelphia,PA,19102,42101,single_family,primary_residence,81400,634,433900,527000,0.823,0.323,7.377,360,denied,2024-04-26,,,debt-to-income ratio exceeds program guidelines,,,,,,,,,,,,
CUST-008854,MTG-2022-008854,2022-01-16,purchase,"1773 Meadow Ave, Atlanta, GA 30301",Atlanta,GA,30301,13121,single_family,primary_residence,90900,731,419600,594000,0.706,0.265,7.217,360,approved,2022-02-22,419600.0,,,2022-03-23,1095.0,2025-03-22,open,False,,,,,,,
CUST-008855,MTG-2021-008855,2021-09-02,refinance,"8962 Highland Rd, Columbus, OH 43215",Columbus,OH,43215,39049,single_family,primary_residence,131900,702,168300,178000,0.946,0.376,7.822,360,approved,2021-09-22,168300.0,,,2021-10-27,1095.0,2024-10-26,paid_in_full,False,2024-02-18,paid_in_full,,135500.0,,,
CUST-008856,MTG-2021-008856,2021-01-14,purchase,"2637 Lincoln Rd, Minneapolis, MN 55401",Minneapolis,MN,55401,27053,single_family,primary_residence,38900,657,146300,158000,0.926,0.419,7.61,180,denied,2021-01-25,,,credit score below the minimum required for this program,,,,,,,,,,,,
CUST-008857,MTG-2024-008857,2024-04-13,purchase,"3561 Meadow Ln, Phoenix, AZ 85001",Phoenix,AZ,85001,04013,townhouse,primary_residence,84300,746,288200,345000,0.835,0.371,7.227,360,approved,2024-05-08,288200.0,,,2024-05-28,1095.0,2027-05-28,open,False,,,,,,,
CUST-008858,MTG-2023-008858,2023-04-20,refinance,"5057 Birch Ct, Phoenix, AZ 85001",Phoenix,AZ,85001,04013,single_family,primary_residence,52500,692,222900,394000,0.566,0.514,7.672,360,approved,2023-05-21,222900.0,,,2023-07-01,1095.0,2026-06-30,paid_in_full,False,2024-04-14,paid_in_full,,185300.0,,,
CUST-008859,MTG-2022-008859,2022-05-29,purchase,"8393 Pine St, Chicago, IL 60601",Chicago,IL,60601,17031,condo,second_home,91400,692,343800,377000,0.912,0.416,7.749,360,denied,2022-07-10,,,credit issues,,,,,,,,,,,,
CUST-008860,MTG-2024-008860,2024-11-16,refinance,"7612 Franklin Blvd, Oklahoma City, OK 73102",Oklahoma City,OK,73102,40109,single_family,primary_residence,79600,705,189700,199000,0.953,0.357,7.264,360,approved,2024-12-15,189700.0,,,2025-01-23,1095.0,2028-01-23,open,False,,,,,,,
CUST-008861,MTG-2024-008861,2024-11-22,purchase,"1361 Birch Ln, Tulsa, OK 74103",Tulsa,OK,74103,40143,single_family,primary_residence,181700,793,290400,408000,0.712,0.319,7.237,360,approved,2024-12-14,290400.0,,,2024-12-29,1095.0,2027-12-29,open,False,,,,,,,
CUST-008862,MTG-2021-008862,2021-12-02,refinance,"3440 Lincoln Ave, Portland, OR 97201",Portland,OR,97201,41051,multi_family,primary_residence,72600,777,242800,290000,0.837,0.219,7.337,360,approved,2021-12-30,242800.0,,,2022-02-06,1095.0,2025-02-05,paid_in_full,False,2023-03-30,paid_in_full,,195600.0,,,
CUST-008863,MTG-2021-008863,2021-12-05,purchase,"8826 Sunset Way, Marietta, GA 30060",Marietta,GA,30060,13067,single_family,primary_residence,63300,746,166700,198000,0.842,0.4,7.188,360,approved,2021-12-26,166700.0,,,2022-01-18,1095.0,2025-01-17,paid_in_full,False,2024-02-06,paid_in_full,,127700.0,,,
CUST-008864,MTG-2025-008864,2025-12-08,refinance,"5487 Franklin Ln, Milwaukee, WI 53202",Milwaukee,WI,53202,55079,single_family,primary_residence,40000,699,318500,361000,0.882,0.346,7.328,360,approved,2026-01-06,318500.0,,,2026-01-28,1095.0,2029-01-27,open,False,,,,,,,
CUST-008865,MTG-2020-008865,2020-06-08,purchase,"8731 Washington Blvd, Columbus, OH 43215",Columbus,OH,43215,39049,single_family,primary_residence,50300,562,182700,201000,0.909,0.502,7.533,240,denied,2020-06-24,,,insufficient length of established credit history,,,,,,,,,,,,
CUST-008866,MTG-2025-008866,2025-09-05,purchase,"1855 Willow Blvd, Mesa, AZ 85201",Mesa,AZ,85201,04013,single_family,primary_residence,114900,850,433000,559000,0.775,0.284,7.188,360,approved,2025-09-20,433000.0,,,2025-09-30,1095.0,2028-09-29,open,False,,,,,,,
